filename,fps_mean,fps_min,fps_max,size_kb_mean,compression_time_ms_mean,encryption_time_ms_mean
cityNight_640x480.jpg,25.025666666666666,0,39,47.678666666666665,5.629462106666667,2.1148142466666666
cityNight_800x600.jpg,22.187,10,31,71.112,7.983095616666667,2.820778966666667
city_640x480.jpg,24.357666666666667,14,32,56.24333333333333,5.587037906666667,2.35915738
city_800x600.jpg,21.041,11,28,83.886,8.211439376666666,3.2921799533333336
white_noise_640x480.jpg,18.278333333333332,9,28,131.45933333333332,6.68905775,4.96676776
white_noise_800x600.jpg,13.413666666666666,5,26,205.21333333333334,10.394643103333333,7.589064353333334
