filename,fps_mean,fps_min,fps_max,size_kb_mean,compression_time_ms_mean,encryption_time_ms_mean
cityNight_640x480.jpg,19.32651118514993,0,27,49.53734888148501,6.7024961066158975,2.4741632413136605
cityNight_800x600.jpg,19.123555555555555,13,31,71.112,7.758000364444445,2.623607333333333
city_640x480.jpg,20.029003783102144,13,24,34.08954602774275,7.163204867591425,2.1480665447667087
